lamda	 Trans	 TransPhase	 Ref	 RefPhase
616.900010 2.807602e-01 -28.895473 0.719240 -60.539176 
617.000010 3.039417e-01 159.044226 0.696058 -52.608936 
617.100010 3.614900e-01 -11.903936 0.638510 -43.566552 
617.200010 4.715925e-01 179.441355 0.528408 -32.230713 
617.300010 6.595910e-01 14.912020 0.340409 -16.769497 
617.400010 9.017320e-01 -143.357661 0.098268 4.951376 
617.500010 9.934390e-01 63.773926 0.006561 -147.926480 
617.600010 8.072000e-01 -90.568546 0.192800 -122.278391 
617.700010 5.720126e-01 108.680515 0.427987 -103.038767 
617.800010 4.161689e-01 -57.580327 0.583831 -89.309043 
617.900010 3.300339e-01 132.847381 0.669966 -78.890765 
618.000010 2.889229e-01 -38.450012 0.711077 -70.197586 
618.100010 2.794960e-01 149.581100 0.720504 -62.175898 
618.200010 2.989300e-01 -22.220311 0.701070 -53.986730 
618.300010 3.541753e-01 167.050660 0.645825 -44.725178 
618.400010 4.643881e-01 -1.322928 0.535612 -33.108181 
618.500010 6.581187e-01 -165.318316 0.341881 -17.112981 
618.600010 9.096841e-01 37.466648 0.090316 5.662573 
618.700010 9.870580e-01 -114.113410 0.012942 -145.926891 
618.800010 7.759833e-01 92.056535 0.224017 -119.766349 
618.900010 5.402471e-01 -68.836311 0.459753 -100.668595 
619.000010 3.934728e-01 124.685859 0.606527 -87.155822 
619.100010 3.162733e-01 -44.975779 0.683727 -76.826854 
619.200010 2.832121e-01 143.809642 0.716788 -68.050824 
619.300010 2.826249e-01 -27.861776 0.717375 -59.731630 
619.400010 3.146463e-01 160.950001 0.685354 -50.929238 
619.500010 3.915493e-01 -8.626105 0.608451 -40.514726 
619.600010 5.406900e-01 -174.857362 0.459310 -26.755362 
619.700010 7.838575e-01 24.892696 0.216143 -7.014680 
619.800010 9.925277e-01 -127.760145 0.007472 20.323107 
619.900010 8.854233e-01 81.568819 0.114577 -130.357299 
620.000010 6.220087e-01 -75.540667 0.377991 -107.476152 
620.100010 4.351156e-01 120.331730 0.564884 -91.613118 
620.200010 3.345942e-01 -48.061939 0.665406 -80.016148 
620.300010 2.887339e-01 141.399111 0.711266 -70.564456 
620.400010 2.800231e-01 -29.925383 0.719977 -61.898305 
620.500010 3.053958e-01 159.027569 0.694604 -52.954704 
620.600010 3.753701e-01 -10.557662 0.624630 -42.549284 
620.700010 5.174464e-01 -176.901596 0.482554 -28.902564 
620.800010 7.606436e-01 22.804803 0.239356 -9.205507 
620.900010 9.883589e-01 -129.320268 0.011641 18.660082 
621.000010 8.884466e-01 81.135563 0.111553 -130.893423 
621.100010 6.163647e-01 -75.194204 0.383635 -107.232524 
621.200010 4.270494e-01 121.014848 0.572951 -91.032803 
621.300010 3.282780e-01 -47.196925 0.671722 -79.253903 
621.400010 2.856866e-01 142.449856 0.714313 -69.616446 
621.500010 2.817641e-01 -28.592300 0.718236 -60.667925 
621.600010 3.152271e-01 160.850494 0.684773 -51.234449 
621.700010 4.008616e-01 -7.828282 0.599138 -39.922541 
621.800010 5.728996e-01 -172.431615 0.427100 -24.535186 
621.900010 8.456830e-01 30.327661 0.154317 -1.785219 
622.000010 9.976783e-01 -118.868900 0.002322 -150.991087 
622.100010 7.866639e-01 90.824578 0.213336 -121.306913 
622.200010 5.266967e-01 -68.017855 0.473303 -100.158647 
622.300010 3.750482e-01 126.453581 0.624952 -85.696508 
622.400010 3.027536e-01 -42.594848 0.697246 -74.754232 
622.500010 2.793068e-01 146.867738 0.720693 -65.300937 
622.600010 2.945037e-01 -23.773366 0.705496 -55.951330 
622.700010 3.556711e-01 166.833004 0.644329 -45.354246 
622.800010 4.908728e-01 0.623038 0.509127 -31.573495 
622.900010 7.387311e-01 -159.220153 0.261269 -11.425965 
623.000010 9.872106e-01 50.130648 0.012789 17.915559 
623.100010 8.742799e-01 -97.540891 0.125720 -129.765254 
623.200010 5.877232e-01 106.899922 0.412277 -105.333712 
623.300010 4.030500e-01 -56.740172 0.596950 -88.983074 
623.400010 3.133438e-01 135.159801 0.686656 -77.092366 
623.500010 2.806373e-01 -34.905739 0.719363 -67.167167 
623.600010 2.896250e-01 154.668363 0.710375 -57.602325 
623.700010 3.450658e-01 -14.672622 0.654934 -46.952565 
623.800010 4.742180e-01 179.059566 0.525782 -33.229630 
623.900010 7.203893e-01 19.181536 0.279611 -13.116910 
624.000010 9.834377e-01 -131.025817 0.016562 16.666490 
624.100010 8.750802e-01 82.282621 0.124920 -130.034316 
624.200010 5.812744e-01 -72.673992 0.418726 -105.000171 
624.300010 3.960371e-01 123.914455 0.603963 -88.420962 
624.400010 3.087525e-01 -44.045539 0.691247 -76.390191 
624.500010 2.796443e-01 146.075772 0.720356 -66.278112 
624.600010 2.942863e-01 -24.018484 0.705714 -56.381597 
624.700010 3.606345e-01 167.279242 0.639366 -45.093098 
624.800010 5.126103e-01 2.308220 0.487390 -30.073343 
624.900010 7.900224e-01 -155.053781 0.209978 -7.444564 
625.000010 9.999998e-01 57.569471 0.000000 25.169470 
625.100010 7.896915e-01 -89.717283 0.210308 -122.126498 
625.200010 5.106261e-01 113.060471 0.489374 -99.357956 
625.300010 3.583053e-01 -51.785120 0.641695 -84.212756 
625.400010 2.927344e-01 139.659364 0.707266 -72.777478 
625.500010 2.802011e-01 -30.209191 0.719799 -62.655235 
625.600010 3.143644e-01 160.322156 0.685636 -52.133088 
625.700010 4.143228e-01 -6.800274 0.585677 -39.264715 
625.800010 6.280948e-01 -168.384344 0.371905 -20.857979 
625.900010 9.349183e-01 40.031683 0.065082 7.548857 
626.000010 9.308988e-01 -104.456659 0.069101 -136.948672 
626.100010 6.219354e-01 103.899452 0.378065 -108.601746 
626.200010 4.096087e-01 -57.691374 0.590391 -90.201755 
626.300010 3.114418e-01 135.252585 0.688558 -77.266975 
626.400010 2.796152e-01 -34.056261 0.720385 -66.584998 
626.500010 2.964996e-01 156.398894 0.703500 -56.139016 
626.600010 3.722258e-01 -11.483034 0.627774 -44.030114 
626.700010 5.488906e-01 -174.840050 0.451109 -27.396297 
626.800010 8.570827e-01 30.995130 0.142917 -1.570283 
626.900010 9.811227e-01 -113.262011 0.018877 -145.836585 
627.000010 6.896151e-01 98.424380 0.310385 -114.159353 
627.100010 4.412144e-01 -60.900788 0.558786 -93.493677 
627.200010 3.229872e-01 133.113996 0.677013 -79.488045 
627.300010 2.812127e-01 -35.712351 0.718787 -68.323543 
627.400010 2.915247e-01 154.922494 0.708475 -57.697844 
627.500010 3.605884e-01 -12.983680 0.639412 -45.613163 
627.600010 5.293456e-01 -176.540163 0.470654 -29.178788 
627.700010 8.385343e-01 29.105855 0.161466 -3.541908 
627.800010 9.857869e-01 -114.585155 0.014213 -147.242053 
627.900010 6.929934e-01 98.070764 0.307007 -114.595266 
628.000010 4.390176e-01 -60.773447 0.560982 -93.448607 
628.100010 3.204208e-01 133.464302 0.679579 -79.219985 
628.200010 2.804525e-01 -35.173258 0.719548 -67.866669 
628.300010 2.946527e-01 155.742918 0.705347 -56.959613 
628.400010 3.724632e-01 -11.619495 0.627537 -44.331144 
628.500010 5.611945e-01 -173.998575 0.438805 -26.719340 
628.600010 8.868031e-01 33.925521 0.113197 1.195644 
628.700010 9.552153e-01 -108.306081 0.044785 -141.045067 
628.800010 6.314785e-01 102.893588 0.368522 -109.854504 
628.900010 4.041540e-01 -57.370538 0.595846 -90.127734 
629.000010 3.053235e-01 136.239187 0.694676 -76.527109 
629.100010 2.791249e-01 -32.458803 0.720875 -65.234198 
629.200010 3.088508e-01 158.936044 0.691149 -53.848446 
629.300010 4.146637e-01 -7.094724 0.585336 -39.888306 
629.400010 6.568418e-01 -166.427931 0.343158 -19.230602 
629.500010 9.748592e-01 46.425251 0.025141 13.613495 
629.600010 8.474349e-01 -95.431464 0.152565 -128.252303 
629.700010 5.236635e-01 111.547226 0.476337 -101.282694 
629.800010 3.522250e-01 -51.410274 0.647775 -84.249271 
629.900010 2.869918e-01 141.147259 0.713008 -71.700813 
630.000010 2.852849e-01 -27.543750 0.714715 -60.400894 
630.100010 3.464266e-01 164.927795 0.653573 -47.938418 
630.200010 5.123528e-01 1.792634 0.487647 -31.082644 
630.300010 8.362925e-01 -151.343885 0.163707 -4.228227 
630.400010 9.770975e-01 67.373855 0.022903 -145.519547 
630.500010 6.531686e-01 -78.984990 0.346831 -111.887450 
630.600010 4.082862e-01 122.044247 0.591714 -90.867267 
630.700010 3.045218e-01 -43.743631 0.695478 -76.664196 
630.800010 2.792914e-01 147.996892 0.720709 -64.932722 
630.900010 3.150748e-01 -20.030998 0.684925 -52.969658 
631.000010 4.381117e-01 175.063855 0.561888 -37.883848 
631.100010 7.171170e-01 18.256648 0.282883 -14.700096 
631.200010 9.989489e-01 -125.154097 0.001051 21.880123 
631.300010 7.553132e-01 92.658633 0.244687 -120.316182 
631.400010 4.571638e-01 -62.784903 0.542836 -95.768750 
631.500010 3.214673e-01 132.977862 0.678533 -80.015013 
631.600010 2.797569e-01 -34.727986 0.720243 -67.729887 
631.700010 3.017737e-01 157.203696 0.698226 -55.807228 
631.800010 4.045272e-01 -8.367457 0.595473 -41.387401 
631.900010 6.553808e-01 -166.770461 0.344619 -19.799422 
632.000010 9.838482e-01 48.353435 0.016152 15.315460 
632.100010 8.068357e-01 -91.872989 0.193164 -124.919976 
632.200010 4.829917e-01 114.815877 0.517008 -98.240119 
632.300010 3.299123e-01 -48.460614 0.670088 -81.525615 
632.400010 2.806908e-01 144.235992 0.719309 -68.838013 
632.500010 2.983701e-01 -23.673882 0.701630 -56.756887 
632.600010 3.972362e-01 170.787121 0.602764 -42.304881 
632.700010 6.457731e-01 12.393519 0.354227 -20.707478 
632.800010 9.822757e-01 -132.131228 0.017724 14.758783 
632.900010 8.038264e-01 88.324376 0.196174 -124.794601 
633.000010 4.770972e-01 -64.733654 0.522903 -97.861617 
633.100010 3.260905e-01 132.071540 0.673909 -81.065406 
633.200010 2.799484e-01 -35.108554 0.720052 -68.254480 
633.300010 3.026622e-01 157.260149 0.697338 -55.894755 
633.400010 4.131045e-01 -7.623948 0.586896 -40.787827 
633.500010 6.862931e-01 -164.447401 0.313707 -17.620251 
633.600010 9.973618e-01 53.349974 0.002638 20.168155 
